176,Castic,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Noir/Pétrole:0, 41:1","Noir/Pétrole:0, 41:1",,castic-noir-pétrole-41,CASTIC-FE-NOPE41,Couleur:color:0,Pointure:select:1,Noir-Pétrole:0,0,41:1,1,,,0,,,,1,,,,,176,Castic,,castic-noir-pétrole-41,Couleur,Pointure,Noir/Pétrole,5,41,6,1,48,,,,,,Bottines femme,Femme,Bottine,castic femme,castic,noir,pétrole,41,,,casticfemme
176,Castic,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Noir/Silver:0, 36:1","Noir/Silver:0, 36:1",,castic-noir-silver-36,CASTIC-FE-NOSI36,Couleur:color:0,Pointure:select:1,Noir-Silver:0,0,36:1,1,,,0,,6,https://cata.meduse.co/femmes/bottines/castic/noir-silver/bottines-femme-castic-noir-silver-cote.jpg,1,,,,,176,Castic,,castic-noir-silver-36,Couleur,Pointure,Noir/Silver,6,36,1,1,48,,,,,,Bottines femme,Femme,Bottine,castic femme,castic,noir,silver,36,,,casticfemme
176,Castic,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Noir/Silver:0, 37:1","Noir/Silver:0, 37:1",,castic-noir-silver-37,CASTIC-FE-NOSI37,Couleur:color:0,Pointure:select:1,Noir-Silver:0,0,37:1,1,,,0,,,,1,,,,,176,Castic,,castic-noir-silver-37,Couleur,Pointure,Noir/Silver,6,37,2,1,48,,,,,,Bottines femme,Femme,Bottine,castic femme,castic,noir,silver,37,,,casticfemme
176,Castic,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Noir/Silver:0, 38:1","Noir/Silver:0, 38:1",,castic-noir-silver-38,CASTIC-FE-NOSI38,Couleur:color:0,Pointure:select:1,Noir-Silver:0,0,38:1,1,,,0,,,,1,,,,,176,Castic,,castic-noir-silver-38,Couleur,Pointure,Noir/Silver,6,38,3,1,48,,,,,,Bottines femme,Femme,Bottine,castic femme,castic,noir,silver,38,,,casticfemme
176,Castic,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Noir/Silver:0, 39:1","Noir/Silver:0, 39:1",,castic-noir-silver-39,CASTIC-FE-NOSI39,Couleur:color:0,Pointure:select:1,Noir-Silver:0,0,39:1,1,,,0,,,,1,,,,,176,Castic,,castic-noir-silver-39,Couleur,Pointure,Noir/Silver,6,39,4,1,48,,,,,,Bottines femme,Femme,Bottine,castic femme,castic,noir,silver,39,,,casticfemme
176,Castic,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Noir/Silver:0, 40:1","Noir/Silver:0, 40:1",,castic-noir-silver-40,CASTIC-FE-NOSI40,Couleur:color:0,Pointure:select:1,Noir-Silver:0,0,40:1,1,,,0,,,,1,,,,,176,Castic,,castic-noir-silver-40,Couleur,Pointure,Noir/Silver,6,40,5,1,48,,,,,,Bottines femme,Femme,Bottine,castic femme,castic,noir,silver,40,,,casticfemme
176,Castic,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Noir/Silver:0, 41:1","Noir/Silver:0, 41:1",,castic-noir-silver-41,CASTIC-FE-NOSI41,Couleur:color:0,Pointure:select:1,Noir-Silver:0,0,41:1,1,,,0,,,,1,,,,,176,Castic,,castic-noir-silver-41,Couleur,Pointure,Noir/Silver,6,41,6,1,48,,,,,,Bottines femme,Femme,Bottine,castic femme,castic,noir,silver,41,,,casticfemme
176,Castic,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Taupe/Vieux rose:0, 36:1","Taupe/Vieux rose:0, 36:1",,castic-taupe-vieux-rose-36,CASTIC-FE-TAVIRO36,Couleur:color:0,Pointure:select:1,Taupe-Vieux rose:0,0,36:1,1,,,0,,7,https://cata.meduse.co/femmes/bottines/castic/taupe-vieux-rose/bottines-femme-castic-taupe-vieux-rose-cote.jpg,1,,,,,176,Castic,,castic-taupe-vieux-rose-36,Couleur,Pointure,Taupe/Vieux rose,7,36,1,1,48,,,,,,Bottines femme,Femme,Bottine,castic femme,castic,taupe,vieux,rose,36,,casticfemme
176,Castic,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Taupe/Vieux rose:0, 37:1","Taupe/Vieux rose:0, 37:1",,castic-taupe-vieux-rose-37,CASTIC-FE-TAVIRO37,Couleur:color:0,Pointure:select:1,Taupe-Vieux rose:0,0,37:1,1,,,0,,,,1,,,,,176,Castic,,castic-taupe-vieux-rose-37,Couleur,Pointure,Taupe/Vieux rose,7,37,2,1,48,,,,,,Bottines femme,Femme,Bottine,castic femme,castic,taupe,vieux,rose,37,,casticfemme
176,Castic,"Couleur:color:0, Pointure:select:1","Color:color:0, Size:select:1","Taupe/Vieux rose:0, 38:1","Taupe/Vieux rose:0, 38:1",,castic-taupe-vieux-rose-38,CASTIC-FE-TAVIRO38,Couleur:color:0,Pointure:select:1,Taupe-Vieux rose:0,0,38:1,1,,,0,,,,1,,,,,176,Castic,,castic-taupe-vieux-rose-38,Couleur,Pointure,Taupe/Vieux rose,7,38,3,1,48,,,,,,Bottines femme,Femme,Bottine,castic femme,castic,taupe,vieux,rose,38,,casticfemme
